isolation.period	migration.period	theta	rho	migration	log.prior	log.likelihood	log.posterior
0.000817257822753	0.00272557191576	0.00172356491524	0.369820730152	167.093932738	-10.4838445209	-42364.9882084	-42375.472053
0.000788350291279	0.00205962321603	0.00243319828639	0.191222862476	165.630571613	-10.7592061859	-42365.3792949	-42376.138501
0.00121072769342	0.00327939660978	0.000907816539702	0.543186295847	219.066572746	-10.844445654	-42363.067557	-42373.9120026
0.00151439080474	0.00337658847868	0.000635058942813	0.933249891037	228.715755819	-11.4061056447	-42363.7313525	-42375.1374581
0.00114280263633	0.00342080241939	0.00112783994874	0.665815086026	218.651992304	-10.9695927026	-42365.9301228	-42376.8997156
0.00110245501921	0.00307037781588	0.00147959567963	0.320916910276	283.117302257	-11.1246368742	-42361.5657412	-42372.6903781
0.00123682516997	0.00357521355345	0.00139547796013	0.280933071799	400.699340808	-11.9296770885	-42364.1176342	-42376.0473113
0.00126890069049	0.00287463436611	0.00152247045503	0.253653270363	389.317895148	-11.6985871298	-42361.4385133	-42373.1371004
0.000875013300563	0.00309300793605	0.00136217693389	0.289336542881	243.28339054	-10.937098578	-42365.7397726	-42376.6768712
0.00151027277146	0.00287724135709	0.000873201441979	0.428037221356	249.895123049	-10.8784725835	-42365.8123969	-42376.6908694
0.00138204636482	0.00345745251574	0.00091121524544	0.602169535756	243.725499269	-11.1024993692	-42362.6953351	-42373.7978344
0.00145916016338	0.0031938919409	0.00106779594811	0.533603417675	322.472175186	-11.3757390034	-42363.6211421	-42374.9968811
0.00112358004037	0.00291574111744	0.00153489418609	0.324569170867	224.642814124	-10.7902797238	-42361.6320912	-42372.422371
0.00116236950023	0.00311018432803	0.00128917147116	0.54390500197	214.752800903	-10.7823839823	-42364.7614097	-42375.5437937
0.00146403838432	0.00323819567543	0.000936510064465	0.528614002335	329.474578405	-11.4254466093	-42363.7073433	-42375.1327899
0.00149071563891	0.00362762135125	0.00070521242094	0.573820140439	259.306123358	-11.3066172975	-42363.8559447	-42375.162562
0.00149995031132	0.00309083261692	0.00139367707048	0.428788451032	300.578826289	-11.2533511837	-42366.5646174	-42377.8179686
0.00128360585667	0.00258455881713	0.00168756539753	0.28608201263	307.997407247	-11.1891434905	-42361.1183217	-42372.3074651
0.00139537878249	0.00228492263992	0.00188742221842	0.191602017195	507.103937929	-12.3791310115	-42361.9496515	-42374.3287826
0.00111250552272	0.00327899136616	0.00118452213885	0.34167871322	247.537129933	-10.9493170183	-42362.592093	-42373.54141
0.00111068435651	0.00288162959034	0.00155577708184	0.377240769554	170.779326706	-10.492923704	-42365.411942	-42375.9048657
0.00117145104657	0.00268775435919	0.00158744042489	0.301151338505	190.997337245	-10.5774131206	-42363.2091655	-42373.7865786
0.00117926162823	0.00299145688065	0.0014373472076	0.32049619038	203.805079995	-10.6974001812	-42362.9721295	-42373.6695297
0.00154560833408	0.00302184737908	0.00124431227421	0.357590896528	324.099498708	-11.3310052996	-42362.967254	-42374.2982592
0.00111725197092	0.00255953456429	0.00161045473526	0.238614276205	254.595778324	-10.9418127991	-42362.2711328	-42373.2129456
0.00110130417795	0.00200618105223	0.0023866040014	0.194311782234	223.233028398	-10.9762430035	-42364.2818613	-42375.2581043
0.00122960104501	0.00247703454503	0.00196238383182	0.170617957709	347.606729186	-11.7350762172	-42362.3581743	-42374.0932505
0.00137856997225	0.00236610331223	0.0018959622908	0.191676735175	424.508877594	-11.9942409721	-42361.6060255	-42373.6002665
0.00146680676375	0.00322925050414	0.00141620288798	0.228143072534	552.434993177	-12.7148908916	-42363.407709	-42376.1225999
0.00123554751981	0.00263457016867	0.00188598484683	0.22103824109	383.701720501	-11.7613228916	-42360.8521416	-42372.6134645
0.000730007082647	0.00211609843007	0.00261352264257	0.217365009804	192.669204414	-10.9153185676	-42366.3329388	-42377.2482574
0.000602948650281	0.00231644512675	0.00258279316119	0.246161722899	194.253908568	-10.9941704298	-42367.6910722	-42378.6852427
0.00106708248499	0.00209977545054	0.00195860237196	0.23434677648	196.18403629	-10.6011350916	-42364.0722023	-42374.6733374
0.000930989346042	0.00271817740124	0.0021161118645	0.203764993665	256.29588396	-11.2664777745	-42363.1765861	-42374.4430639
0.0012585631962	0.00243145951597	0.00177570208122	0.256470816269	263.912860086	-10.9784060329	-42361.7110969	-42372.689503
0.000733014946745	0.00262044838919	0.00180374505519	0.361571283384	146.306821544	-10.3969271017	-42366.4189163	-42376.8158434
0.0007694294698	0.0028448086246	0.00183026411371	0.254292215131	192.25760103	-10.8015217875	-42363.3092243	-42374.110746
0.000565335161825	0.00215254017311	0.00228358299738	0.266411168109	114.742170505	-10.4278173637	-42368.7112597	-42379.139077
0.000639937777989	0.00276610209004	0.00178460828379	0.201612609698	171.568235379	-10.8515613568	-42366.1795483	-42377.0311096
0.00125649309592	0.00217236473629	0.00210227492592	0.210002584477	323.176945637	-11.4005972165	-42362.0055	-42373.4060972
0.00129858888302	0.00282527121895	0.00140180280096	0.284415426426	378.62813191	-11.5558856918	-42362.3597504	-42373.9156361
0.00120761093203	0.00335529044271	0.00136497593843	0.360433645905	306.943438294	-11.3131108575	-42362.1145293	-42373.4276402
0.000944222868665	0.00233409266973	0.00199302066604	0.323017792405	132.462742104	-10.2579203588	-42366.6588779	-42376.9167983
0.00116226293078	0.00302230630235	0.00156922389177	0.279765304093	244.327910295	-10.9840764551	-42362.0175058	-42373.0015823
0.00133373041571	0.00276822570204	0.00192257771765	0.197418105277	452.121607118	-12.2574755643	-42361.9233963	-42374.1808718
0.00120208079434	0.00223268706102	0.00207832731225	0.207964955265	361.213977345	-11.6011617391	-42361.6692112	-42373.2703729
0.00124087842569	0.00282613304449	0.00126866831029	0.415010281701	272.587083318	-10.9289551611	-42363.5928369	-42374.521792
0.00137195295483	0.00302611481873	0.00117454782678	0.381574748441	276.029169817	-11.0313073598	-42361.5482228	-42372.5795302
0.00126695916292	0.00294514816457	0.00164693485588	0.328192481769	338.856412874	-11.423753539	-42361.7338002	-42373.1575537
0.00106510249933	0.00279531233947	0.0014767216892	0.331152359839	264.435981098	-10.9203952101	-42363.101223	-42374.0216182
0.001294203418	0.00322743788628	0.00171600997886	0.352839747953	385.152990295	-11.7731884543	-42364.8869869	-42376.6601753
0.00142137027237	0.00301139994704	0.00147229341656	0.345495031059	420.709922533	-11.8326328679	-42362.1991099	-42374.0317428
0.0013659131312	0.00328420450242	0.00111878473153	0.388994926185	261.954034167	-11.0461554121	-42362.0264772	-42373.0726326
0.0011308935095	0.00313805161411	0.00136269804676	0.339223325246	312.822071641	-11.2611255052	-42362.6855824	-42373.9467079
0.0013297295459	0.00321602983927	0.00099614674575	0.427053743756	211.112443345	-10.7546726945	-42363.3262275	-42374.0809002
0.00105190235896	0.00294229753394	0.00148774184755	0.291835819204	231.755249458	-10.845060392	-42361.6087756	-42372.453836
0.0010564245106	0.00217703502817	0.00212344915518	0.257158986495	210.30750352	-10.7108456722	-42363.2447819	-42373.9556275
0.00100932586712	0.00251661005715	0.0017749091996	0.221935878766	193.869425527	-10.7074451126	-42362.8232546	-42373.5306997
0.000931527229259	0.00267893976101	0.00176335152698	0.281430965452	191.424761282	-10.6419086789	-42362.3097737	-42372.9516824
0.00103733923503	0.00302642461471	0.00165922400722	0.248717283639	290.266510979	-11.2803012074	-42361.8945328	-42373.174834
0.00088171365025	0.0028600377411	0.00203474985772	0.21815482387	265.513006388	-11.2977774622	-42363.3525076	-42374.650285
0.000980060077173	0.00171355372308	0.00247713481962	0.193578190998	171.184094613	-10.6500213631	-42366.6196821	-42377.2697035
0.000639179739169	0.00273953759099	0.00215069016162	0.249812462395	167.724927026	-10.8246958122	-42364.899426	-42375.7241218
0.000925816249171	0.00264302947116	0.00164547848504	0.242005471489	172.942244787	-10.5643460014	-42363.6615064	-42374.2258524
0.00105552096553	0.00239747320954	0.00221975702452	0.255412437681	336.117391574	-11.4569552113	-42362.9902391	-42374.4471943
0.00103534240575	0.00244322819913	0.00196087461677	0.202626995939	308.755279961	-11.3754554562	-42362.2331627	-42373.6086182
0.00119954008874	0.00300366356732	0.00153328015015	0.266923749563	315.928726789	-11.3482320159	-42360.9505047	-42372.2987367
0.000938432028376	0.00243281461656	0.00216975869854	0.1847169822	190.248980493	-10.9210403312	-42364.153687	-42375.0747273
0.00109278940158	0.00234864695775	0.00193178455595	0.328942998694	209.896150051	-10.6279101021	-42364.2037596	-42374.8316697
0.000763010402772	0.00226202241205	0.00225082456043	0.288364189365	143.981866683	-10.4463453526	-42365.7123712	-42376.1587166
0.00116725997366	0.00275293143571	0.00158342697197	0.351130153722	249.370196275	-10.8597309295	-42361.8678166	-42372.7275475
0.00131840955077	0.00304597202981	0.00164382410582	0.293021134281	382.531102078	-11.7171762462	-42361.5848714	-42373.3020477
0.00126316868847	0.0027961943479	0.00185227554841	0.223195163074	395.677003407	-11.8685770326	-42361.1695451	-42373.0381221
